DealerId,VIN,Stock #,New/Used,Year,Make,Model,Model Number,Body,Transmission,Series,Body Door Ct,Odometer,Engine Cylinder Ct,Engine Displacement,Drivetrain Desc,Color,Interior Color,Invoice,MSRP,Book Value,Price,Inventory Date,Certified,Description,Features,Photo Url List,Internet Price,Bit,Listing Url,Product Type,Transmission
4802,1HD4CJM372K154777,154777T,U,2002,Harley-Davidson,2002 Harley-Davidson Sportster 883 Custom,,,,,,43709,,,,Billiard Red,,,4999,4999,4999,21-05-2025 19:23,,"BONEYARD BARGAIN FIND!! 2002 SPORTSTER 883

Step into Harley-Davidson heritage with this 2002 Sportster 883, a true classic that delivers raw simplicity and timeless style. Known for its lightweight frame, narrow stance, and punchy 883cc Evolution engine, this Sportster brings a pure, stripped-down riding experience that never goes out of style.

Perfect for new riders or seasoned pros looking for a solid foundation to build a custom project, this bike offers authentic Harley attitude without breaking the bank. Whether you’re cruising the coast, commuting through the city, or crafting your dream bobber, the 883 is as versatile as it is iconic.

Fully inspected and ready to ride — this Boneyard Bargain won’t last long.Find your freedom on a true piece of Harley history.",,"https://cdn.room58.com/2025/05/21/a5eac554ddd6531b7ffe606aa5e20186_73d0619e05783b33.jpg,https://cdn.room58.com/2025/05/21/41590a271edad311986152d81e05c3fe_f3f691ff289e958d.jpg,https://cdn.room58.com/2025/05/21/20856acc52f13ac584a14edfcc1f17a3_3efc159ee876d555.jpg,https://cdn.room58.com/2025/05/21/e77a19aa4db9d44dc63eab68e29a28eb_7a67b5c9d7e4074e.jpg,https://cdn.room58.com/2025/05/21/63e8c14178a1f7ac0a9bdcb36824ddaf_d8151abffc77d8bc.jpg,https://cdn.room58.com/2025/05/21/80d1a746287c4ae668120442a5470b61_f596eab9e3c9676d.jpg",4999,,https://sandiegoharley.com/inventory/857113/2002-harley-davidson-sportster-883-custom,Motorcycles,manual
4802,1HD1KRC35HB636808,636808BB,U,2017,Harley-Davidson,2017 Harley-Davidson Street Glide Special,,,,,,4829,,,,Superior Blue,,,12995,12995,12995,04-06-2025 20:42,,"The Harley-Davidson Street Glide Special model set the world standard for the stripped-down, hot rod look. Its style is often copied, but never duplicated. The all-new Milwaukee-Eight 107 engine backs up the look with massive torque. The ride is unmatched as well, thanks to the all-new suspension and Reflex Linked Brembo brakes. The Special features the top-of-the-line 6.5-inch touchscreen infotainment system with integrated GPS and the BOOM! Box 6.5 GT audio system, standard ABS, a gloss black inner fairing and color-matched fairing skirt. When it comes to the Street Glide Special motorcycle, nothing else comes close.",,"https://cdn.room58.com/2025/06/04/4dd74745d42ad41948d6e64b62589ab7_72edc964a3a6d0aa.jpg,https://cdn.room58.com/2025/06/04/6295ef290379121e3343b2603999830d_e14f8fa7d56940ff.jpg,https://cdn.room58.com/2025/06/04/55cbc2fb0f422d544dd43525a4bb2c2f_050168b73f08b710.jpg,https://cdn.room58.com/2025/06/04/ab3ea6701b239c71c3c9859a6a0dedaa_fe04d942b6818436.jpg,https://cdn.room58.com/2025/06/04/4f5189a0a619af1db5cc58d0c96b5d92_1ed340a2543e6c8c.jpg,https://cdn.room58.com/2025/06/04/c52e41116a904ff6fcc700502281a8e2_e8780c1f4bc93884.jpg",12995,,https://sandiegoharley.com/inventory/861267/2017-harley-davidson-street-glide-special,Motorcycles,other
4802,1HD1LR363JC424092,424092BB,U,2018,Harley-Davidson,2018 Harley-Davidson Forty-Eight,,,,,,6536,,,,Vivid Black,,,7788,7788,7788,06-06-2025 17:33,,,,"https://cdn.room58.com/2025/06/06/b01c6d72017cf082b7bca45c7077d3e0_e2bc75621ed49f87.jpg,https://cdn.room58.com/2025/06/06/032bba11f9bfee838a6235da2b16b49e_4be9facc9e163da3.jpg,https://cdn.room58.com/2025/06/06/fcbe1e9ebd93a72959fa47a87f24cff3_785e8636f11aaa76.jpg,https://cdn.room58.com/2025/06/06/10f042175e042b78faf5ae34c5eb3a07_8c4494145d2a903a.jpg,https://cdn.room58.com/2025/06/06/5b48bb4ba4a6cb2032a7e10e1af37f0d_024ca6a85cb9e9fb.png,https://cdn.room58.com/2025/06/06/cbd5e848aea9fdfadabe48e7076c6f3c_34a93435fc828a97.jpg",7788,,https://sandiegoharley.com/inventory/861968/2018-harley-davidson-forty-eight-special,Motorcycles,other
4802,1HD1GN1376K335290,335290T,U,2006,Harley-Davidson,2006 Harley-Davidson Low Rider,,,,,,20252,,,,Vivid Black,,,8099,8099,8099,07-06-2025 17:09,,,,"https://cdn.room58.com/2025/06/07/6e1e450a0ce2e4eef7f6f6d9b65b0aaf_9d7e93c85f0fc9df.jpg,https://cdn.room58.com/2025/06/07/9d32de5e8fa43a07952552385b063101_3a414325896f909d.jpg,https://cdn.room58.com/2025/06/07/72bd1ccf64703266d954d7bbadaa19bf_cab0ec0c19d44916.jpg,https://cdn.room58.com/2025/06/07/f4ebcd0a1055b3942665547bbd3cf886_d69acaec3f5ebd6b.jpg,https://cdn.room58.com/2025/06/07/47a108c5f9db46ae50148cf017081071_27d8d193148daf34.jpg,https://cdn.room58.com/2025/06/07/f5de806a18e65996a268ffe06d0b6a1f_d6d8b6d1a3dc6dc7.jpg",8099,,https://sandiegoharley.com/inventory/862220/2006-harley-davidson-low-rider,Motorcycles,manual
4802,1HD1FBC13HB678291,678291T,U,2017,Harley-Davidson,2017 Harley-Davidson Road King,,,,,,40030,,,,Two-Tone Superior Blue/Billet Silver,,,10995,10995,10995,10-06-2025 21:52,,"The Road King is where stripped down, nostalgic style meets the performance and versatility of a modern Harley-Davidson touring machine. The Hiawatha headlamp and nacelle were born in the 1960’s, when chrome ruled the streets. But the power of the all-new Milwaukee-Eight 107 engine brings it all into the here and now in a hurry. The all-new double bending valve front suspension and rear emulsion shocks put you in control for a plush ride. With cast aluminum Impeller wheels and one-touch opening saddlebags, this is the timeless classic built for today.",,"https://cdn.room58.com/2025/06/10/e704f4e7dfc336a150364928782e3b3a_0af6d392bf78547f.jpg,https://cdn.room58.com/2025/06/10/cdd009592d1c4921c167660f4dab2417_6b2afcbd9a76136a.jpg,https://cdn.room58.com/2025/06/10/4ba595ef89cf3ade127ad0819217b504_f9827c45f260bf03.jpg,https://cdn.room58.com/2025/06/10/befad0c639732580d8a3865e3ed9cda9_26c79cf61e40901d.jpg,https://cdn.room58.com/2025/06/10/c3f7084a93528187916033f15bf16619_6be91f9ca2d10e84.jpg,https://cdn.room58.com/2025/06/10/dccc5d900472f8c3e5d8c932526fcc29_891ec5eeb2440dad.jpg",10995,,https://sandiegoharley.com/inventory/864978/2017-harley-davidson-road-king,Motorcycles,manual
4802,1HD1KTP26LB630829,630829T,U,2020,Harley-Davidson,2020 Harley-Davidson Road Glide Special,,,,,,25369,,,,River Rock Gray,,,17890,17890,17890,10-06-2025 21:55,,"The blacked-out Milwaukee-Eight 114 engine set in the belly of the Road Glide Special takes the custom touring look to a darker place. Its new Prodigy wheels are outfitted with optional Reflex Defensive Rider Systems that connect electronically with your bike to ebb and flow through any type of weather.  Premium features like the roomy, stretched saddlebags and a BOOM! Box GTS infotainment system with H-D Connect give you long-touring, head-clearing comfort without sacrificing attitude.",,"https://cdn.room58.com/2025/06/10/981966f61149aa77804b86425756deba_7a0209236dfb6cfd.jpg,https://cdn.room58.com/2025/06/10/102f62da6d46022e9df22a6065fe2841_acb0be0e6f66b054.jpg,https://cdn.room58.com/2025/06/10/3ce02d42d44bf7b18f8a82d8a8f77d28_cd7c2ee46421491f.jpg,https://cdn.room58.com/2025/06/10/cc6e238454ad0a11bc231ac631e27af0_3d33734ee5674edb.jpg,https://cdn.room58.com/2025/06/10/de5220e59c8e4cbc470f0e23987c8afb_485af1b2e17fa398.jpg,https://cdn.room58.com/2025/06/10/c7362fa940b51a239503fd774de15844_8141cd8475ad4713.jpg",17890,,https://sandiegoharley.com/inventory/864980/2020-harley-davidson-road-glide-special,Motorcycles,manual
4802,1HD1YYK23MB043721,043721B,U,2021,Harley-Davidson,2021 Harley-Davidson Street Bob 114,,,,,,2134,,,,Vivid Black,,,12255,12255,12255,10-06-2025 22:10,,"The lightest-weight Softail equipped with a Milwaukee-Eight 114 engine for a quick and nimble ride with power to spare. A perfect performance base for customization with 2-up seating, black steel laced wheels and dark finishes deliver no nonsense, Raw Bobber attitude.",,"https://cdn.room58.com/2025/06/10/f0110cf6e07d1f2a3a01dbbff44789eb_165651c0fc94f3f8.jpg,https://cdn.room58.com/2025/06/10/b8f091fabdb58ba2ffbd07e3a8e7cddf_98ddaf1d25400f74.jpg,https://cdn.room58.com/2025/06/10/34944bdabc292c12f9e89d15fca7d610_8699f3d5f3ab5d79.jpg,https://cdn.room58.com/2025/06/10/0f68585455b8d2d94c2166760559455c_65ee6c0ff712a7a0.jpg,https://cdn.room58.com/2025/06/10/1795a0473772227efdcaa8fa540829a2_0a67d26322ac6622.jpg,https://cdn.room58.com/2025/06/10/7abf0222040b1a68920fce777de47397_a638f12cf57db4b5.jpg",12255,,https://sandiegoharley.com/inventory/864981/2021-harley-davidson-street-bob-114,Motorcycles,other
4802,1HD1KZF27NB622648,622648BB,U,2022,Harley-Davidson,2022 Harley-Davidson Road Glide Limited,,,,,,32441,,,,Gunship Grey - Black Finish,,,18995,18995,18995,13-06-2025 18:37,,A fully loaded Grand Touring machine with 114 cubic inches of power and new premium finishes. Enjoy the ride to the fullest.,,"https://cdn.room58.com/2025/06/13/63794120e3d1cabc48a3debfb9e16781_bf9752b348427ec4.jpg,https://cdn.room58.com/2025/06/13/6fb8eb0249a1dd514f6edd333f52d2ec_6cb2828bd501ad40.jpg,https://cdn.room58.com/2025/06/13/1f832c05183dc41d8b80a0cb310d42dc_a34f25bf4963c173.jpg,https://cdn.room58.com/2025/06/13/6b6a06ba81e74f0b4241c776d331f3c7_64d9cebd7a6ee6f9.jpg,https://cdn.room58.com/2025/06/13/95a5239324aba2d6531216432875c1a6_1c18efbcda2fb8df.jpg,https://cdn.room58.com/2025/06/13/2fe35825f9096d841a51eaeb9d9b8a6b_91a790216247d3d6.jpg",18995,,https://sandiegoharley.com/inventory/866245/2022-harley-davidson-road-glide-limited,Motorcycles,other
4802,1HD1FBC39HB643918,643918BB,U,2017,Harley-Davidson,2017 Harley-Davidson Road King,,,,,,33702,,,,Billiard Blue/Billiard Gray - Black Finish,,,19999,19999,19999,19-06-2025 20:42,,,,"https://cdn.room58.com/2025/06/19/3dd96820e6ec36b234a0ad4f2807d8ff_277b91429092d626.jpg,https://cdn.room58.com/2025/06/19/f8f904e57d8214d2ca96ee96d4bd1cea_c8a209df3646a31b.jpg,https://cdn.room58.com/2025/06/19/5605f803d3529aefbcb0f55c1570ba25_5d89a42d2112a39d.jpg,https://cdn.room58.com/2025/06/19/bd93de2d43b66d6e9e88529e861139c2_bff33ed7c2dd5c69.jpg,https://cdn.room58.com/2025/06/19/08e4d094038ac5a4de7dab356b70a437_918b539556c67a04.jpg,https://cdn.room58.com/2025/06/19/e2a1bc8d5f6d112f8089df9a122c054e_a27217db5f02c69d.jpg",19999,,https://sandiegoharley.com/inventory/867674/2017-harley-davidson-road-king,Motorcycles,other
4802,1HD1BVJ21LB076703,076703BB,U,2020,Harley-Davidson,2020 Harley-Davidson Softail Standard,,,,,,196,,,,,,,8990,8990,8990,20-06-2025 18:35,,,,"https://cdn.room58.com/2025/06/20/57a4f77eb17ee2c7ce113a0f4540606b_5b1b168293eae452.jpg,https://cdn.room58.com/2025/06/20/35c489d1f149cceaf82d6ef36acd23d7_43129af08b03fd75.jpg,https://cdn.room58.com/2025/06/20/f865cb2507d8b87620ff1ecdbebcd563_248ab63b1c411ed2.jpg,https://cdn.room58.com/2025/06/20/f752f02e0627c804dc7eb2d24bf1a0b7_8c88cbd2c08ddb95.jpg,https://cdn.room58.com/2025/06/20/325eca06be5e75bd1da1705a05e97ab1_23cc7a2bc3dbcc8e.jpg,https://cdn.room58.com/2025/06/20/1f7b8e6d1c2d1f3f7bf569874962bc06_c4ec93cf2a91caff.jpg",8990,,https://sandiegoharley.com/inventory/867910/2020-harley-davidson-softail-standard,Motorcycles,other
4802,1HD1LF334FC430544,430544BB,U,2015,Harley-Davidson,2015 Harley-Davidson Seventy-Two,,,,,,3660,,,,Black Quartz,,,8552,8552,8552,20-06-2025 18:42,,"Custom chopper looks with a Harley badge at a price that will certainly surprise you. Say hello to the Seventy-Two.

Compromise? Not a chance, it’s all there from the slender peanut tank, to the laced wheels and the mini-apes, to the whitewall tyres.

It boasts ABS, keyless security and its beating heart is a punchy 1200cc engine.

What’s more, three HCC paint options are available for the Seventy Two, but whether you choose a fancy paint job or not, you’ll still be making a statement.",,"https://cdn.room58.com/2025/06/20/005a1532f7b3269c9f2ed07a83cfb073_eb5062771790fddd.jpg,https://cdn.room58.com/2025/06/20/e068a1d3e91d1cbc1952fd73addb7a00_5cc6d4e6d684e92e.jpg,https://cdn.room58.com/2025/06/20/15001ab2cffea1e5c92dfb198ddb19a9_60533c0c377ba3d9.jpg,https://cdn.room58.com/2025/06/20/2b5460d6f835df317d06bd1090469353_94014fb0620b5a95.jpg,https://cdn.room58.com/2025/06/20/264786cb75cec507a0606333376edbf9_bf36b5ae8155df8e.jpg,https://cdn.room58.com/2025/06/20/f52d5d62890672617aab52d04f2b5476_0881d520bb9e408d.jpg",8552,,https://sandiegoharley.com/inventory/867919/2015-harley-davidson-seventy-two,Motorcycles,other
4802,1HD1LP329JC434157,434157BB,U,2018,Harley-Davidson,2018 Harley-Davidson Iron 1200,,,,,,7667,,,,Twisted Cherry,,,6555,6555,6555,20-06-2025 18:44,,"If you’re looking for a clue on what the new Iron 1200 is all about, look no further than the name. It all starts with the 1200cc Evolution engine that gives you loads of famous Sportster torque. It’s got a throwback look that goes right to the roots of Sportster, thanks to 70’s-inspired tank graphics. You also get a low-slung Café solo seat, mid-mount controls, and mini ape hanger handlebars for an aggressive, two-fists-in-the-wind riding position. Take the power.",,"https://cdn.room58.com/2025/06/20/9cc65e47a7a5ff19fe9651f84873512f_b96b21e9b4b0819d.jpg,https://cdn.room58.com/2025/06/20/3a9fbe0bd2ba79ac16a0a2b003aef9f8_24b2861cbba606e0.jpg,https://cdn.room58.com/2025/06/20/611ea5416711ee00bf5d42d3dadc4d49_c659d1bb83e9108b.jpg,https://cdn.room58.com/2025/06/20/8325b14c321b1cc139f1eee5f60afd82_87b239e60ccd4f57.jpg,https://cdn.room58.com/2025/06/20/54b083dd77062249aea3b0a74e1df789_e66dad1fa24931b9.jpg,https://cdn.room58.com/2025/06/20/e273ca49df07b146332ba10eb63c2677_60bbd44fc2179674.jpg",6555,,https://sandiegoharley.com/inventory/867924/2018-harley-davidson-iron-1200,Motorcycles,other
4802,1HD1KTP25MB638101,638101BB,U,2021,Harley-Davidson,2021 Harley-Davidson Road Glide Special,,,,,,24017,,,,Vivid Black,,,23999,23999,23999,20-06-2025 22:48,,"2021 Harley-Davidson Road Glide Special

This 2021 Road Glide Special is a true head-turner, already equipped with the upgrades every rider dreams of—16 ape hangers, highway bar with pegs, upgraded air intake, and exhaust. Save big by riding away on a bike that’s already been invested in, making it the perfect first step into the Harley-Davidson bagger world.

At the heart of this machine sits the Milwaukee-Eight 114 engine, blacked-out or chrome, taking the custom touring look to a darker, meaner place while delivering the torque and performance Harley-Davidson is known for. Its new Prodigy wheels and available Reflex Defensive Rider Systems (RDRS) give you electronic rider assistance to handle whatever the road or weather throws your way.

Premium touring features round out the package, including stretched saddlebags for extra storage, and the BOOM! Box GTS infotainment system with H-D Connect for modern connectivity and entertainment on every ride. The Road Glide Special’s frame-mounted shark nose fairing cuts through wind for long-haul stability, while the custom touches like the ape hangers and exhaust turn this bagger into a one-of-a-kind statement.

If you’ve been waiting for the right time to step into a Harley-Davidson touring bike, this Road Glide Special has everything you need—comfort, performance, attitude, and the upgrades that make it stand out from the crowd.",,"https://cdn.room58.com/2025/06/20/d38d767a02420427bf7549282abc7b9e_9df86d11978af78b.jpg,https://cdn.room58.com/2025/06/20/215edd8f6aa0bb0363b728278eeab5b5_0c9d33895e8ba00c.jpg,https://cdn.room58.com/2025/06/20/b57797ea0b2043ff3e3b79eb75e4d194_88d6b5dc162d3437.jpg,https://cdn.room58.com/2025/06/20/4c59771ea77286b6aff40085639e3b3d_ff20fbeb3b163127.jpg,https://cdn.room58.com/2025/06/20/da5bf00f9d32bf949bef1135f62e41ee_3b48d114a504d80e.jpg,https://cdn.room58.com/2025/06/20/184487c9f6cef320dd8a0ebbb288ac53_209148b04f827778.jpg",23999,,https://sandiegoharley.com/inventory/868091/2021-harley-davidson-road-glide-special,Motorcycles,other
4802,1HD1HAZ513K845299,845299BB,U,2003,Harley-Davidson,2003 Harley-Davidson V-Rod,,,,,,7799,,,,Anodised Aluminium,,,9499,9499,9499,21-06-2025 18:31,,,,"https://cdn.room58.com/2025/06/21/68afeac208325142c139a53e52ff6c98_6d394580464b4b5e.jpg,https://cdn.room58.com/2025/06/21/3772b13cb4978a3412972567e604f9ae_a2d81571c65af5fd.jpg,https://cdn.room58.com/2025/06/21/77c812f56af4696214c3282226a6f578_dacaf94363182d84.jpg,https://cdn.room58.com/2025/06/21/b19ca4534b2a5227b0fd82300407da8c_daab7a114c84cd96.jpg,https://cdn.room58.com/2025/06/21/3c7d2948cbab69d6177cac4d38e832e3_dc291a7cddbe2262.jpg,https://cdn.room58.com/2025/06/21/2d8ed5f94da19c47bdd77571dc1d02fb_062c8b1df5d30936.jpg",9499,,https://sandiegoharley.com/inventory/868224/2003-harley-davidson-v-rod,Motorcycles,other
4802,1HD1ZC423PB311345,311345BB,U,2023,Harley-Davidson,2023 Harley-Davidson Sportster S,,,,,,201,,,,Bright Billiard Blue,,,16578,16578,16578,02-07-2025 22:50,,"A new chapter opens in H-D’s longest running family, powered by the all-new Revolution Max 1250T. To call it the ultimate Sportster is an understatement. Prepare for a level of power and performance that has surpassed all expectations.",,"https://cdn.room58.com/2025/07/02/8c3fa67760581e9de32639a726075004_f7b11d745cfa07bc.png,https://cdn.room58.com/2025/07/02/783e07e9a1f35293d9feea5040f1f433_57706b8c095c21d5.jpg,https://cdn.room58.com/2025/07/02/d14e02c61172a1411a3ba1d620c81733_1616ea432169cdf9.jpg,https://cdn.room58.com/2025/07/02/d91a18aa7e4d56d844b34a159e90e191_065ddbf992ff0d34.jpg,https://cdn.room58.com/2025/07/02/5a1a0b8ae9b16170a1bea7c8ab63baab_372844e7aee56de0.jpg,https://cdn.room58.com/2025/07/02/b7b4de49c9329e4e400bfc009dae7675_23646e5b5350f8e5.jpg",16578,,https://sandiegoharley.com/inventory/872082/2023-harley-davidson-sportster-s,Motorcycles,other
4802,1HD1GXM13FC303162,303162BB,U,2015,Harley-Davidson,2015 Harley-Davidson Street Bob,,,,,,19816,,,,Amber Whiskey,,,15999,15999,15999,09-07-2025 00:58,,"Inspired by the minimalistic, no-nonsense ‘bobber’ scene, the Street Bob is as stripped a motorcycle as the law will allow. A big Twin Cam 103 blacked-out powerhouse propels a machine with black-laced wheels and a 19inch front wheel, harnessed by black forks and triple clamps.

The rear fender is chopped, exposing plenty of rear tyre. Sit astride its solo seat, lay your hands on its mini-ape bars and feel the attitude.

The Street Bob, everything you need for a pure ride, and nothing you don’t.",,"https://cdn.room58.com/2025/07/08/229b9c4fb25eaf17acf7f2ab7381ae1d_30394f8354dfda0f.png,https://cdn.room58.com/2025/07/08/08854bfbc5ec593f987bf1395bb6eb86_9589998b06a70fe4.jpg,https://cdn.room58.com/2025/07/08/ab74f3d3a47785f7f2db1a9218e79edb_01b7f83769b4b67e.jpg,https://cdn.room58.com/2025/07/08/eab1f9f7269a10fd75a7209c1312fe30_7b174a12605e06d7.jpg,https://cdn.room58.com/2025/07/08/5cc4900a1730bb184df130145bb8c343_dd363634313d1eb1.jpg,https://cdn.room58.com/2025/07/08/cb69132e40a4fb8e73ddf88bf6ad6dec_2cc6fe5aad38e32d.jpg",15999,,https://sandiegoharley.com/inventory/873296/2015-harley-davidson-street-bob,Motorcycles,other
4802,1HD1TEF39HB953007,953007BB,U,2017,Harley-Davidson,2017 Harley-Davidson CVO Limited,,,,,,5589,,,,Stardust Silver & Palladium Silver with Carbon Dust including Mirror Chrome Slicer Wheels,,,21499,21499,21499,11-07-2025 22:50,,"If you want best-in-class power, infotainment, paint and comfort for you and your passenger, the CVO Limited is your bike. All-new, black granite Twin-Cooled Milwaukee-Eight 114 engine, all-new double bending valve front suspension and emulsion rear suspension with hand-adjustable pre-loaded, a color-matched splitstream air vent and Tour-Pak carrier LED bezel, LED turn signals and LED lighting surround. There’s a new seat cover, insert and stitching. An improved integrated security system with a power locking fob. It all here, right down to a system that monitors the pressure in your tyres.",,"https://cdn.room58.com/2025/08/01/a9061766e5b82a0f658b78156eead3be_76599b26d058dcb4.png,https://cdn.room58.com/2025/08/01/148158767380ad43e8bf617c317d71d8_974c6c4ea5e0e984.jpg,https://cdn.room58.com/2025/08/01/a77f734c0577ec88b771635c54238739_ba592e9ea16eb928.jpg,https://cdn.room58.com/2025/08/01/375446be6f067119b08d8e7b7f1202f0_75e004af947d3aa4.jpg,https://cdn.room58.com/2025/08/01/c0abde29a0dcc3c09912fa1b0f0c8ccd_351ed644b069f748.jpg,https://cdn.room58.com/2025/08/01/d25515fd31671c434af75a1d2af32f64_a127fb84240036ea.jpg",21499,,https://sandiegoharley.com/inventory/874784/2017-harley-davidson-cvo-limited,Motorcycles,other
4802,1HD1ZES25NB313383,313383T,U,2022,Harley-Davidson,2022 Harley-Davidson Pan America 1250 Special,,,,,,13303,,,,Blue Burst,,,12999,12999,12999,12-07-2025 00:02,,"The Pan America 1250 Special motorcycle is our premier two-wheel multi-tool built to endure, designed to explore, and engineered for adventure.",,"https://cdn.room58.com/2025/07/11/e9f5bceac24cb2cb28316e78bb87abd0_c3ac788f4b0d0c7e.png,https://cdn.room58.com/2025/07/11/57adb973a26714b8cfa7023841a3eaaa_bb3fb9f2d9334349.jpg,https://cdn.room58.com/2025/07/11/d33457801a9512ba3f1c82bbba78b1ec_3c202aabdc0fcc25.jpg,https://cdn.room58.com/2025/07/11/9008844bfd2df3d1e0183e666b785498_6cca51af6c7711b4.jpg,https://cdn.room58.com/2025/07/11/6a849279254447a2bde1e5dd230b263e_e8005a84d01c55c4.jpg",12999,,https://sandiegoharley.com/inventory/874789/2022-harley-davidson-pan-america-1250-special,Motorcycles,manual
4802,1HD1ZES28NB316519,316519BB,U,2022,Harley-Davidson,2022 Pan America S (special),,,,,,29464,,,,Vivid Black,,,9299,9299,9299,12-07-2025 00:20,,"2022 Harley-Davidson Pan America 1250 SpecialThe Pan America 1250 Special is Harley-Davidson’s ultimate adventure touring motorcycle—engineered for riders who refuse to be limited by pavement. Powered by the 1250cc Revolution Max engine, it delivers incredible horsepower and torque across the RPM range while keeping weight centralized for maximum control on and off-road.

With premium features like semi-active front and rear suspension, multiple ride modes, adaptive lighting, and advanced rider safety enhancements, the Pan America S adapts seamlessly to every environment. Its rugged design, adjustable seat height, and innovative technology make it the perfect companion for long-distance touring, backcountry trails, and everything in between.

Whether you’re chasing open highways or dirt roads, the Pan America 1250 Special is built to explore without limits.",,"https://cdn.room58.com/2025/07/11/4f9ea0159ce2f49ff964d4992f742924_74f403032a38afcd.png,https://cdn.room58.com/2025/07/11/e6d6a89a3a6b559d9baac3656c2fc135_be05365cfd62ca0b.jpg,https://cdn.room58.com/2025/07/11/c44fcc1aab87cc5ba86601c3fd326997_d3c5505d553a77d9.jpg,https://cdn.room58.com/2025/07/11/47ad020821225174f323916ec4541e32_179dd16b9b5eb451.jpg,https://cdn.room58.com/2025/07/11/1449abf965fafb200a3d7c272e275dd9_dd383e11a9388987.jpg,https://cdn.room58.com/2025/07/11/6073542022ec0c53afabe9225bde4374_ff84fda6e7c9806d.jpg",9299,,https://sandiegoharley.com/inventory/874791/2022-pan-america-s-special,Motorcycles,other
4802,1HD1BFV39EB021234,021234BB,U,2014,Harley-Davidson,2014 Harley-Davidson Breakout,,,,,,30033,,,,Antique White,,,9699,9699,9699,21-07-2025 21:29,,"The 2014 Breakout is a premium drag bike that mixes standout features, fit, and finishes with a wide, muscular stance and a slammed, low-slung power profile inspired by classic Gasser dragsters of the 1950s and 1960s. This custom machine takes it a step further with a fully custom Red Leather seat, matching passenger backrest, and striking red accents throughout—delivering the full-on CVO flare without the CVO price tag.

Its stretched, slammed custom style is low, long, and aggressive. Powered by an air-cooled Twin Cam 103 engine with a Six-Speed Cruise Drive transmission, it delivers strong performance for passing and hill-climbing, while keeping a low cruising rpm for comfortable highway rides. The bold Gasser wheels feature alternating-position spokes with contrasting Vivid Black and machined finishes. Out back, the massive 240mm rear tyre—the widest wheel on any Harley production motorcycle—dominates the profile.

Chopped fenders highlight those big tyres and accentuate the dragster-inspired stance. The two-piece saddle with detachable pillion seat makes it versatile for both solo and two-up riding, while the neutral-balanced suspension ensures a fun and nimble ride. This Breakout is more than just a bike—it’s a custom statement of style and power built to turn heads on every ride.",,"https://cdn.room58.com/2025/07/21/8b116ed6e8e536e35752b1ba08cc16cd_38beffbc20f91c66.png,https://cdn.room58.com/2025/07/21/24b18ebb8ec9933c0b48d5fccfbd29c4_d6a9624b6c425ce5.jpg,https://cdn.room58.com/2025/07/21/c5487efef4b036aba0953b58cc1483ce_ea95c9c30ec30d88.jpg,https://cdn.room58.com/2025/07/21/7a9f5e2a79265300f8444786e8244fa8_b8f589c976389e30.jpg,https://cdn.room58.com/2025/07/21/2cb91a49d96f59a06d2dad20b8a0d404_e93d72d3027e8157.jpg,https://cdn.room58.com/2025/07/21/e5c6903b862acb843cadcf6ae9e48185_c969d1c784a8f371.jpg",9699,,https://sandiegoharley.com/inventory/877719/2014-harley-davidson-breakout,Motorcycles,other
4802,1HD1GMW324L329333,329333BB,U,2004,Harley-Davidson,2004 Harley-Davidson Super Glide Custom,,,,,,6158,,,,Barracuda Silver,,,8999,8999,8999,23-07-2025 22:41,,,,"https://cdn.room58.com/2025/07/28/4f0dcacec9262eec835eb74d286fdd17_8260e988e8fe89ca.jpg,https://cdn.room58.com/2025/07/28/78696ff16e6b3ab0a05896c2e1a91c5b_501922f878a82cba.jpg,https://cdn.room58.com/2025/07/28/a8640ecd37ea5cbe758690ecf15dcd20_85e22b34b312cac6.jpg,https://cdn.room58.com/2025/07/28/52471f4ccfa7a843ce1674ee36fdfbb0_1e4b3b541909ec5d.jpg,https://cdn.room58.com/2025/07/28/c7177c853b950b7b06195c0b90132b86_f4e91b22235d4f8c.jpg,https://cdn.room58.com/2025/07/28/513a8f595023490cb122883b19b88944_4c73bfe82fc33d4a.jpg",8999,,https://sandiegoharley.com/inventory/878908/2004-harley-davidson-super-glide-custom,Motorcycles,other
